id,contractNum,inmateDeathAmt,inmateDeathHcon,inmateRecoveries,inmatePositiveAmt,staffPositiveAmt,staffRecoveries,staffDeathAmt,update_date
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2020-12-30
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2020-12-30
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2020-12-30
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2020-12-30
"Miami, FL",additional_41,0,0,3,2,0,0,0,2020-12-30
"Chattanooga, TN",additional_25,0,0,4,1,0,0,0,2020-12-30
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2020-12-30
"Florence, SC",additional_81,0,0,1,10,0,0,0,2020-12-30
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2020-12-30
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2020-12-30
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2020-12-30
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2020-12-30
"Columbia, SC",additional_108,0,0,0,5,0,0,0,2020-12-30
"Miami, FL",additional_100,0,0,1,0,0,0,0,2020-12-30
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2020-12-30
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2020-12-30
"Minneapolis, MN",15BRRC20D00000275,0,0,8,0,0,0,0,2020-12-30
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2020-12-30
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2020-12-30
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2020-12-30
"Indianapolis, IN",additional_16,0,0,5,1,0,0,0,2020-12-30
"Marion, IL",additional_92,0,0,2,0,0,0,0,2020-12-30
"Chicago, IL",15BRRC18D00000091,0,0,12,1,0,0,0,2020-12-30
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2020-12-30
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2020-12-30
"Grand Rapids, MI",15BRRC19D00000005,0,0,2,4,0,0,0,2020-12-30
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2020-12-30
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2020-12-30
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2020-12-30
"Hutchins, TX",15BRRC19D00000185,1,0,12,1,0,0,0,2020-12-30
"San Antonio, TX",additional_19,0,0,11,3,0,0,0,2020-12-30
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2020-12-30
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2020-12-30
"Houston, TX",DJB200242,2,0,9,8,0,0,0,2020-12-30
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2020-12-30
"Del Rio, TX",additional_42,0,0,5,1,0,0,0,2020-12-30
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2020-12-30
"Edinburg, TX",additional_35,0,0,13,16,0,0,0,2020-12-30
"Albuquerque, NM",additional_13,0,0,32,1,0,0,0,2020-12-30
"Midland, TX",additional_50,0,0,11,1,0,0,0,2020-12-30
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2020-12-30
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2020-12-30
"Farmington, MO",15BRRC19D00000148,0,0,1,1,0,0,0,2020-12-30
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2020-12-30
"El Dorado, KS",additional_117,0,0,0,1,0,0,0,2020-12-30
"Sioux City, IA",additional_22,0,0,2,1,0,0,0,2020-12-30
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2020-12-30
"Roseville, MN",additional_68,0,0,6,1,0,0,0,2020-12-30
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2020-12-30
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2020-12-30
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2020-12-30
"Omaha, NE",additional_62,0,0,5,1,0,0,0,2020-12-30
"Denver, CO",additional_89,1,0,4,1,0,0,0,2020-12-30
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2020-12-30
"Leavenworth, KS",15BRRC19D00000149,0,0,27,2,0,0,0,2020-12-30
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2020-12-30
"Boise, ID",additional_87,0,0,1,8,0,0,0,2020-12-30
"Mills, WY",additional_97,0,0,3,3,0,0,0,2020-12-30
"Great Falls, MT",additional_85,0,0,6,0,0,0,0,2020-12-30
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2020-12-30
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2020-12-30
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2020-12-30
"Billings, MT",additional_44,0,0,2,0,0,0,0,2020-12-30
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2020-12-30
"Van Nuys, CA",additional_58,0,0,2,0,0,0,0,2020-12-30
"Tucson, AZ",additional_29,0,0,1,7,0,0,0,2020-12-30
"San Diego, CA",additional_12,0,0,9,4,0,0,0,2020-12-30
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2020-12-30
"Billings, MT",additional_77,0,0,1,0,0,0,0,2020-12-30
"Los Angeles, CA",additional_111,0,0,0,3,0,0,0,2020-12-30
"Salt Lake City, UT",additional_38,0,0,22,0,0,0,0,2020-12-30
"El Monte, CA",additional_51,0,0,1,3,0,0,0,2020-12-30
"Garden Grove, CA",additional_59,0,0,2,4,0,0,0,2020-12-30
"Los Angeles, CA",additional_1,0,0,0,2,0,0,0,2020-12-30
"Rubidoux, CA",additional_67,0,0,2,12,0,0,0,2020-12-30
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2020-12-30
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2020-12-30
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2020-12-30
"Atlanta, GA",additional_30,0,0,3,3,0,0,0,2020-12-30
"San Juan, PR",additional_63,0,0,16,0,0,0,0,2020-12-30
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2020-12-30
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2020-12-30
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2020-12-30
"Brooklyn, NY",15BRRC19D00000249,0,0,5,6,0,0,0,2020-12-30
"Albany, NY",additional_15,0,0,1,0,0,0,0,2020-12-30
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2020-12-30
"Buffalo, NY",additional_83,0,0,0,3,0,0,0,2020-12-30
"Neward, NJ",additional_91,1,0,9,1,0,0,0,2020-12-30
"Syracuse, NY",additional_78,0,0,1,1,0,0,0,2020-12-30
"Pawtucket, RI",additional_107,0,0,0,3,0,0,0,2020-12-30
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2020-12-30
"Del Valle, TX",additional_34,1,1,1,0,0,0,0,2020-12-30
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2020-12-31
"Portland, OR",additional_52,0,0,1,1,0,0,0,2020-12-31
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2020-12-31
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2020-12-31
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2020-12-31
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2020-12-31
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2020-12-31
"Portland, ME",additional_112,0,0,0,1,0,0,0,2020-12-31
"Washington, DC",additional_110,0,0,0,1,0,0,0,2020-12-31
"Detriot, MI",15BRRC19D00000203,0,0,0,9,0,0,0,2020-12-31
"Nashville, TN",additional_103,0,0,1,4,0,0,0,2020-12-31
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2020-12-31
"Memphis, TN",additional_45,0,0,4,16,0,0,0,2020-12-31
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2020-12-31
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2020-12-31
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2020-12-31
"Baltimore, MD",additional_53,0,0,2,18,0,0,0,2020-12-31
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2020-12-31
"Clarksburg, WV",additional_116,0,0,0,1,0,0,0,2020-12-31
"Harrisburg, PA",additional_101,0,0,2,4,0,0,0,2020-12-31
"Philadelphia, PA",15BRRC19D00000194,0,0,11,2,0,0,0,2020-12-31
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2020-12-31
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2020-12-31
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2020-12-31
"Cleveland, OH",additional_49,0,0,2,3,0,0,0,2020-12-31
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2020-12-31
"Louisville, KY",additional_86,0,0,2,2,0,0,0,2020-12-31
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2020-12-31
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2020-12-31
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2020-12-31
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2020-12-31
"Miami, FL",additional_41,0,0,3,2,0,0,0,2020-12-31
"Chattanooga, TN",additional_25,0,0,4,1,0,0,0,2020-12-31
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2020-12-31
"Florence, SC",additional_81,0,0,1,10,0,0,0,2020-12-31
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2020-12-31
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2020-12-31
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2020-12-31
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2020-12-31
"Columbia, SC",additional_108,0,0,0,6,0,0,0,2020-12-31
"Miami, FL",additional_100,0,0,1,0,0,0,0,2020-12-31
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2020-12-31
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2020-12-31
"Minneapolis, MN",15BRRC20D00000275,0,0,8,0,0,0,0,2020-12-31
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2020-12-31
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2020-12-31
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2020-12-31
"Indianapolis, IN",additional_16,0,0,5,1,0,0,0,2020-12-31
"Marion, IL",additional_92,0,0,2,0,0,0,0,2020-12-31
"Chicago, IL",15BRRC18D00000091,0,0,12,1,0,0,0,2020-12-31
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2020-12-31
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2020-12-31
"Grand Rapids, MI",15BRRC19D00000005,0,0,2,4,0,0,0,2020-12-31
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2020-12-31
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2020-12-31
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2020-12-31
"Hutchins, TX",15BRRC19D00000185,1,0,12,2,0,0,0,2020-12-31
"Waco, TX",additional_118,0,0,0,1,0,0,0,2020-12-31
"San Antonio, TX",additional_19,0,0,11,3,0,0,0,2020-12-31
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2020-12-31
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2020-12-31
"Houston, TX",DJB200242,2,0,9,8,0,0,0,2020-12-31
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2020-12-31
"Del Rio, TX",additional_42,0,0,5,1,0,0,0,2020-12-31
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2020-12-31
"Edinburg, TX",additional_35,0,0,13,16,0,0,0,2020-12-31
"Albuquerque, NM",additional_13,0,0,32,1,0,0,0,2020-12-31
"Midland, TX",additional_50,0,0,11,1,0,0,0,2020-12-31
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2020-12-31
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2020-12-31
"Farmington, MO",15BRRC19D00000148,0,0,1,2,0,0,0,2020-12-31
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2020-12-31
"El Dorado, KS",additional_117,0,0,0,1,0,0,0,2020-12-31
"Sioux City, IA",additional_22,0,0,2,1,0,0,0,2020-12-31
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2020-12-31
"Roseville, MN",additional_68,0,0,6,1,0,0,0,2020-12-31
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2020-12-31
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2020-12-31
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2020-12-31
"Omaha, NE",additional_62,0,0,5,1,0,0,0,2020-12-31
"Denver, CO",additional_89,1,0,4,1,0,0,0,2020-12-31
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2020-12-31
"Leavenworth, KS",15BRRC19D00000149,0,0,27,3,0,0,0,2020-12-31
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2020-12-31
"Boise, ID",additional_87,0,0,1,8,0,0,0,2020-12-31
"Mills, WY",additional_97,0,0,3,3,0,0,0,2020-12-31
"Great Falls, MT",additional_85,0,0,6,0,0,0,0,2020-12-31
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2020-12-31
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2020-12-31
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2020-12-31
"Billings, MT",additional_44,0,0,2,0,0,0,0,2020-12-31
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2020-12-31
"Van Nuys, CA",additional_58,0,0,2,1,0,0,0,2020-12-31
"Tucson, AZ",additional_29,0,0,1,9,0,0,0,2020-12-31
"San Diego, CA",additional_12,0,0,9,4,0,0,0,2020-12-31
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2020-12-31
"Billings, MT",additional_77,0,0,1,0,0,0,0,2020-12-31
"Los Angeles, CA",additional_111,0,0,0,3,0,0,0,2020-12-31
"Salt Lake City, UT",additional_38,0,0,22,0,0,0,0,2020-12-31
"El Monte, CA",additional_51,0,0,1,3,0,0,0,2020-12-31
"Garden Grove, CA",additional_59,0,0,2,5,0,0,0,2020-12-31
"Los Angeles, CA",additional_1,0,0,0,2,0,0,0,2020-12-31
"Rubidoux, CA",additional_67,0,0,2,12,0,0,0,2020-12-31
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2020-12-31
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2020-12-31
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2020-12-31
"Atlanta, GA",additional_30,0,0,3,3,0,0,0,2020-12-31
"San Juan, PR",additional_63,0,0,16,0,0,0,0,2020-12-31
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2020-12-31
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2020-12-31
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2020-12-31
"Brooklyn, NY",15BRRC19D00000249,0,0,5,7,0,0,0,2020-12-31
"Albany, NY",additional_15,0,0,1,0,0,0,0,2020-12-31
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2020-12-31
"Buffalo, NY",additional_83,0,0,0,3,0,0,0,2020-12-31
"Philadelphia, PA",15BRRC19D00000162,0,0,0,1,0,0,0,2020-12-31
"Neward, NJ",additional_91,1,0,9,1,0,0,0,2020-12-31
"Syracuse, NY",additional_78,0,0,1,1,0,0,0,2020-12-31
"Pawtucket, RI",additional_107,0,0,0,3,0,0,0,2020-12-31
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2020-12-31
"Del Valle, TX",additional_34,1,1,1,0,0,0,0,2020-12-31
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2021-01-04
"Portland, OR",additional_52,0,0,1,1,0,0,0,2021-01-04
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2021-01-04
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2021-01-04
"Tacoma, WA",additional_109,0,0,0,1,0,0,0,2021-01-04
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2021-01-04
"Boston, MA",15BRRC20D00000046,0,0,2,4,0,0,0,2021-01-04
"Portland, ME",additional_112,0,0,0,1,0,0,0,2021-01-04
"Washington, DC",additional_110,0,0,0,1,0,0,0,2021-01-04
"Detriot, MI",15BRRC19D00000203,0,0,0,9,0,0,0,2021-01-04
"Nashville, TN",additional_103,0,0,1,3,0,0,0,2021-01-04
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2021-01-04
"Memphis, TN",additional_45,0,0,3,15,0,0,0,2021-01-04
"St Albans, WV",additional_113,0,0,0,10,0,0,0,2021-01-04
"Wilmington, DE",15BRRC19D00000025,0,0,1,1,0,0,0,2021-01-04
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2021-01-04
"Baltimore, MD",additional_53,0,0,2,18,0,0,0,2021-01-04
"Lexington, KY",additional_8,0,0,1,0,0,0,0,2021-01-04
"Clarksburg, WV",additional_116,0,0,0,1,0,0,0,2021-01-04
"Harrisburg, PA",additional_101,0,0,2,3,0,0,0,2021-01-04
"Philadelphia, PA",15BRRC19D00000194,0,0,10,2,0,0,0,2021-01-04
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2021-01-04
"Rochester,NY",15BRRC19D00000218,0,0,1,8,0,0,0,2021-01-04
"Pittsburgh, PA",additional_114,0,0,0,1,0,0,0,2021-01-04
"Cleveland, OH",additional_49,0,0,2,3,0,0,0,2021-01-04
"Hartford, CT",15BRRC20D00000297,0,0,0,1,0,0,0,2021-01-04
"Louisville, KY",additional_86,0,0,2,2,0,0,0,2021-01-04
"West Palm Beach, FL",additional_60,0,0,10,1,0,0,0,2021-01-04
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2021-01-04
"Dania, FL",15BRRC19D00000208,0,0,4,0,0,0,0,2021-01-04
"Birmingham, AL",15BRRC19D00000207,0,0,0,2,0,0,0,2021-01-04
"Miami, FL",additional_41,0,0,3,2,0,0,0,2021-01-04
"Chattanooga, TN",additional_25,0,0,4,1,0,0,0,2021-01-04
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2021-01-04
"Florence, SC",additional_81,0,0,1,10,0,0,0,2021-01-04
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2021-01-04
"Jacksonville, FL",additional_39,0,0,10,0,0,0,0,2021-01-04
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2021-01-04
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2021-01-04
"Columbia, SC",additional_108,0,0,0,6,0,0,0,2021-01-04
"Miami, FL",additional_100,0,0,1,0,0,0,0,2021-01-04
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2021-01-04
"Janesville, WI",additional_115,0,0,0,1,0,0,0,2021-01-04
"Minneapolis, MN",15BRRC20D00000275,0,0,6,0,0,0,0,2021-01-04
"Janesville, WI",additional_106,0,0,0,3,0,0,0,2021-01-04
"Youngstown, OH",additional_102,0,0,1,2,0,0,0,2021-01-04
"Ciincinnati, OH",additional_55,0,0,4,1,0,0,0,2021-01-04
"Indianapolis, IN",additional_16,0,0,5,0,0,0,0,2021-01-04
"Marion, IL",additional_92,0,0,1,0,0,0,0,2021-01-04
"Chicago, IL",15BRRC18D00000091,0,0,11,2,0,0,0,2021-01-04
"Peoria, IL",additional_90,0,0,6,1,0,0,0,2021-01-04
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2021-01-04
"Grand Rapids, MI",15BRRC19D00000005,0,0,1,4,0,0,0,2021-01-04
"Rapid City, SD",additional_11,0,0,1,1,0,0,0,2021-01-04
"Brownsville, TX",additional_31,1,1,1,1,0,0,0,2021-01-04
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2021-01-04
"Hutchins, TX",15BRRC19D00000185,1,0,11,3,0,0,0,2021-01-04
"Waco, TX",additional_118,0,0,0,1,0,0,0,2021-01-04
"San Antonio, TX",additional_19,0,0,11,3,0,0,0,2021-01-04
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2021-01-04
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2021-01-04
"Houston, TX",DJB200242,2,0,9,7,0,0,0,2021-01-04
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2021-01-04
"Del Rio, TX",additional_42,0,0,5,1,0,0,0,2021-01-04
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2021-01-04
"Edinburg, TX",additional_35,0,0,13,15,0,0,0,2021-01-04
"Albuquerque, NM",additional_13,0,0,32,1,0,0,0,2021-01-04
"Midland, TX",additional_50,0,0,10,1,0,0,0,2021-01-04
"Laredo, TX",additional_24,0,0,1,2,0,0,0,2021-01-04
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2021-01-04
"Farmington, MO",15BRRC19D00000148,0,0,1,2,0,0,0,2021-01-04
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2021-01-04
"El Dorado, KS",additional_117,0,0,0,1,0,0,0,2021-01-04
"Sioux City, IA",additional_22,0,0,2,1,0,0,0,2021-01-04
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2021-01-04
"Roseville, MN",additional_68,0,0,5,1,0,0,0,2021-01-04
"Toledo, OH",DJB200236,0,0,0,3,0,0,0,2021-01-04
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2021-01-04
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2021-01-04
"Omaha, NE",additional_62,0,0,5,0,0,0,0,2021-01-04
"Denver, CO",additional_89,1,0,5,1,0,0,0,2021-01-04
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2021-01-04
"Leavenworth, KS",15BRRC19D00000149,0,0,25,3,0,0,0,2021-01-04
"Wichita, KS",additional_95,0,0,6,0,0,0,0,2021-01-04
"Boise, ID",additional_87,0,0,1,8,0,0,0,2021-01-04
"Mills, WY",additional_97,0,0,3,3,0,0,0,2021-01-04
"Great Falls, MT",additional_85,0,0,6,0,0,0,0,2021-01-04
"Devils Lake, ND",additional_104,0,0,2,2,0,0,0,2021-01-04
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2021-01-04
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2021-01-04
"Billings, MT",additional_44,0,0,1,0,0,0,0,2021-01-04
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2021-01-04
"Van Nuys, CA",additional_58,0,0,2,2,0,0,0,2021-01-04
"Tucson, AZ",additional_29,0,0,1,10,0,0,0,2021-01-04
"San Diego, CA",additional_12,0,0,9,5,0,0,0,2021-01-04
"Las Vegas, NV",additional_28,0,0,7,2,0,0,0,2021-01-04
"Billings, MT",additional_77,0,0,1,0,0,0,0,2021-01-04
"Los Angeles, CA",additional_111,0,0,0,4,0,0,0,2021-01-04
"Salt Lake City, UT",additional_38,0,0,21,0,0,0,0,2021-01-04
"El Monte, CA",additional_51,0,0,1,4,0,0,0,2021-01-04
"Garden Grove, CA",additional_59,0,0,2,6,0,0,0,2021-01-04
"Los Angeles, CA",additional_1,0,0,0,2,0,0,0,2021-01-04
"Rubidoux, CA",additional_67,0,0,1,11,0,0,0,2021-01-04
"Phoenix, AZ",DJB200252,1,0,4,0,0,0,0,2021-01-04
"Brawley, CA",additional_21,1,0,9,1,0,0,0,2021-01-04
"Oakland, CA",15BRRC20D00000011,0,0,4,0,0,0,0,2021-01-04
"Atlanta, GA",additional_30,0,0,3,3,0,0,0,2021-01-04
"San Juan, PR",additional_63,0,0,15,0,0,0,0,2021-01-04
